Kata,Score,Avg Score,Won?,Karateka,Round #,Tournament
Chatanyara,40.3,8.06,FALSE,Dilara Bozan,rr,2024 Casablanca
Unsu,39.2,7.84,TRUE,Helvetia Taily,rr,2024 Casablanca
Chatanyara,38.9,7.78,FALSE,Morales Ozuna Gema,rr,2024 Casablanca
Papuren,40.5,8.1,TRUE,Dilara Bozan,rr,2024 Casablanca
Gojushiho Sho,39.6,7.92,FALSE,Helvetia Taily,rr,2024 Casablanca
Chatanyara,42.3,8.46,TRUE,Kiri Mishima,rr,2024 Casablanca
Chibana,39.2,7.84,FALSE,Morales Ozuna Gema,rr,2024 Casablanca
Paiku,42.8,8.56,TRUE,Kiri Mishima,rr,2024 Casablanca
Gojushiho Dai,39.7,7.94,FALSE,Helvetia Taily,rr,2024 Casablanca
Kururunfa,41.2,8.24,TRUE,Dilara Bozan,rr,2024 Casablanca
Kishimoto,39.5,7.9,FALSE,Morales Ozuna Gema,rr,2024 Casablanca
Papuren,40.6,8.12,FALSE,Wong Sze Man,rr,2024 Casablanca
Kururunfa,40.9,8.18,TRUE,Nodoka Yamada,rr,2024 Casablanca
Kururunfa,40.4,8.08,FALSE,Wong Sze Man,rr,2024 Casablanca
Kururunfa,41.2,8.24,TRUE,Sakura Kokumai,rr,2024 Casablanca
Papuren,39.8,7.96,FALSE,Nodoka Yamada,rr,2024 Casablanca
Papuren,40.7,8.14,TRUE,Sakura Kokumai,rr,2024 Casablanca
Unsu,38.2,7.64,FALSE,Aya En-Nesyry,rr,2024 Casablanca
Chatanyara,40.2,8.04,TRUE,Saeko Azuma,rr,2024 Casablanca
Kururunfa,38.5,7.7,FALSE,Alexandra Feracci,rr,2024 Casablanca
Gojushiho Dai,38.6,7.72,TRUE,Jana Khamis,rr,2024 Casablanca
Suparinpei,41.2,8.24,TRUE,Saeko Azuma,rr,2024 Casablanca
Papuren,39.1,7.82,FALSE,Alexandra Feracci,rr,2024 Casablanca
Gojushiho Sho,39.2,7.84,TRUE,Aya En-Nesyry,rr,2024 Casablanca
Gojushiho Sho,39.1,7.82,FALSE,Jana Khamis,rr,2024 Casablanca
Gankaku,39.8,7.96,TRUE,Aya En-Nesyry,rr,2024 Casablanca
Suparinpei,39.8,7.96,FALSE,Alexandra Feracci,rr,2024 Casablanca
Chibana,42,8.4,TRUE,Saeko Azuma,rr,2024 Casablanca
Kanku Sho,40,8,FALSE,Jana Khamis,rr,2024 Casablanca
Kururunfa,38.6,7.72,FALSE,Ana Cruz,rr,2024 Casablanca
Papuren,38.6,7.72,TRUE,Chiara Manca,rr,2024 Casablanca
Chibana,39.7,7.94,FALSE,Carola Casale,rr,2024 Casablanca
Papuren,41.5,8.3,TRUE,Maho Ono,rr,2024 Casablanca
Chatanyara,40,8,FALSE,Chiara Manca,rr,2024 Casablanca
Papuren,41.2,8.24,TRUE,Carola Casale,rr,2024 Casablanca
Suparinpei,39.3,7.86,FALSE,Ana Cruz,rr,2024 Casablanca
Suparinpei,41.8,8.36,TRUE,Maho Ono,rr,2024 Casablanca
Papuren,40.5,8.1,FALSE,Ana Cruz,rr,2024 Casablanca
Oyadomari No Passai,40.8,8.16,TRUE,Carola Casale,rr,2024 Casablanca
Suparinpei,38.9,7.78,FALSE,Chiara Manca,rr,2024 Casablanca
Nipaipo,41.5,8.3,TRUE,Maho Ono,rr,2024 Casablanca
,37.9,7.58,TRUE,Tung Yee Yin,rr,2024 Casablanca
Anan,37,7.4,FALSE,Carolina Amato,rr,2024 Casablanca
Suparinpei,36.4,7.28,FALSE,Shirley Jay,rr,2024 Casablanca
Anan Dai,38.3,7.66,TRUE,Xenou Georgia Archontia,rr,2024 Casablanca
Kururunfa,38.8,7.76,TRUE,Carolina Amato,rr,2024 Casablanca
Chibana,38.2,7.64,FALSE,Shirley Jay,rr,2024 Casablanca
Papuren,39.1,7.82,TRUE,Tung Yee Yin,rr,2024 Casablanca
Papuren,38.8,7.76,FALSE,Xenou Georgia Archontia,rr,2024 Casablanca
Suparinpei,39.2,7.84,TRUE,Tung Yee Yin,rr,2024 Casablanca
Chatanyara,37.2,7.44,FALSE,Shirley Jay,rr,2024 Casablanca
Suparinpei,38.8,7.76,FALSE,Carolina Amato,rr,2024 Casablanca
Chibana,39.9,7.98,TRUE,Xenou Georgia Archontia,rr,2024 Casablanca
Kururunfa,41.1,8.22,TRUE,Natsuki Shimizu,rr,2024 Casablanca
Anan Dai,38.6,7.72,FALSE,Sakura Alforte,rr,2024 Casablanca
Papuren,40.6,8.12,FALSE,Natsuki Shimizu,rr,2024 Casablanca
Suparinpei,41.6,8.32,TRUE,Grace Lau,rr,2024 Casablanca
Ohan Dai,39.1,7.82,FALSE,Sakura Alforte,rr,2024 Casablanca
Tomari Bassai,40.4,8.08,TRUE,Grace Lau,rr,2024 Casablanca
Chibana,41.2,8.24,FALSE,Nakaji Hisami,r1,2024 Casablanca
Chatanyara,41.7,8.34,TRUE,Mirisa Ohuchi,r1,2024 Casablanca
Suparinpei,42.7,8.54,TRUE,Kiri Mishima,r1,2024 Casablanca
Chibana,40.8,8.16,FALSE,Sakura Kokumai,r1,2024 Casablanca
Papuren,42.3,8.46,FALSE,Saeko Azuma,r1,2024 Casablanca
Chatanyara,42.8,8.56,TRUE,Maho Ono,r1,2024 Casablanca
Paiku,40.1,8.02,FALSE,Tung Yee Yin,r1,2024 Casablanca
Chibana,42,8.4,TRUE,Grace Lau,r1,2024 Casablanca
Papuren,42.3,8.46,TRUE,Mirisa Ohuchi,r2,2024 Casablanca
Chibana,42.3,8.46,FALSE,Kiri Mishima,r2,2024 Casablanca
Chibana,43.2,8.64,TRUE,Maho Ono,r2,2024 Casablanca
Papuren,42.6,8.52,FALSE,Grace Lau,r2,2024 Casablanca
Chatanyara,42.7,8.54,FALSE,Mirisa Ohuchi,r3,2024 Casablanca
Chatanyara,43.7,8.74,TRUE,Maho Ono,r3,2024 Casablanca
Chatanyara,43.1,8.62,FALSE,Nakaji Hisami,rpc,2024 Casablanca
Suparinpei,44.8,8.96,TRUE,Kiri Mishima,rpc,2024 Casablanca
Oyadomari No Passai,42.6,8.52,FALSE,Saeko Azuma,rpc,2024 Casablanca
Chatanyara,43.2,8.64,TRUE,Grace Lau,rpc,2024 Casablanca
Kusanku,41,8.2,TRUE,Natsuki Shimizu,rr,2025 Paris
Chibana,39.5,7.9,FALSE,Armada Ruiz Andrea,rr,2025 Paris
Anan Dai,39.5,7.9,TRUE,Xenou Georgia Archontia,rr,2025 Paris
Papuren,38.9,7.78,FALSE,Carolina Amato,rr,2025 Paris
Ohan Dai,38.3,7.66,FALSE,Armada Ruiz Andrea,rr,2025 Paris
Chatanyara,39.7,7.94,TRUE,Xenou Georgia Archontia,rr,2025 Paris
Papuren,41.4,8.28,TRUE,Natsuki Shimizu,rr,2025 Paris
Chatanyara,37.9,7.58,FALSE,Carolina Amato,rr,2025 Paris
Kururunfa,41.4,8.28,TRUE,Natsuki Shimizu,rr,2025 Paris
Papuren,39.2,7.84,FALSE,Xenou Georgia Archontia,rr,2025 Paris
Papuren,38.6,7.72,TRUE,Armada Ruiz Andrea,rr,2025 Paris
Suparinpei,38.2,7.64,FALSE,Carolina Amato,rr,2025 Paris
Suparinpei,40.2,8.04,TRUE,Carola Casale,rr,2025 Paris
Gojushiho Sho,39.3,7.86,FALSE,Aya Hesham,rr,2025 Paris
Anan Dai,39.5,7.9,FALSE,Sadeghi Dastak Fatemeh,rr,2025 Paris
Papuren,41.5,8.3,TRUE,Kiri Mishima,rr,2025 Paris
Gojushiho Dai,40.3,8.06,FALSE,Aya Hesham,rr,2025 Paris
Suparinpei,41.4,8.28,TRUE,Sadeghi Dastak Fatemeh,rr,2025 Paris
Papuren,39.4,7.88,FALSE,Carola Casale,rr,2025 Paris
Paiku,42,8.4,TRUE,Kiri Mishima,rr,2025 Paris
Chatanyara,39.8,7.96,FALSE,Carola Casale,rr,2025 Paris
Papuren,39.8,7.96,TRUE,Sadeghi Dastak Fatemeh,rr,2025 Paris
Kanku Sho,38.8,7.76,FALSE,Aya Hesham,rr,2025 Paris
Chatanyara,42,8.4,TRUE,Kiri Mishima,rr,2025 Paris
Kururunfa,39,7.8,FALSE,Sakura Alforte,rr,2025 Paris
Anan Dai,39.8,7.96,TRUE,Ana Cruz,rr,2025 Paris
Chibana,38.5,7.7,FALSE,Kao Kitaguchi,rr,2025 Paris
Papuren,39.9,7.98,TRUE,Garcia Lozano Paola,rr,2025 Paris
Chatanyara,38.3,7.66,FALSE,Ana Cruz,rr,2025 Paris
Papuren,38.3,7.66,TRUE,Kao Kitaguchi,rr,2025 Paris
Ohan Dai,37.9,7.58,FALSE,Sakura Alforte,rr,2025 Paris
Chibana,39.1,7.82,TRUE,Garcia Lozano Paola,rr,2025 Paris
Anan Dai,39.4,7.88,TRUE,Sakura Alforte,rr,2025 Paris
Chatanyara,38.7,7.74,FALSE,Kao Kitaguchi,rr,2025 Paris
Papuren,39.1,7.82,FALSE,Ana Cruz,rr,2025 Paris
Suparinpei,40.6,8.12,TRUE,Garcia Lozano Paola,rr,2025 Paris
Chibana,38.3,7.66,TRUE,Zapata Machado Valentina,rr,2025 Paris
Gojushiho Dai,37.7,7.54,FALSE,Helvetia Taily,rr,2025 Paris
Anan,38.6,7.72,FALSE,Colak Keyda Nur,rr,2025 Paris
Nipaipo,41.8,8.36,TRUE,Maho Ono,rr,2025 Paris
Gojushiho Sho,39.2,7.84,TRUE,Helvetia Taily,rr,2025 Paris
Chatanyara,38.8,7.76,FALSE,Colak Keyda Nur,rr,2025 Paris
Chatanyara,39.8,7.96,FALSE,Zapata Machado Valentina,rr,2025 Paris
Papuren,42.6,8.52,TRUE,Maho Ono,rr,2025 Paris
Papuren,40.5,8.1,TRUE,Zapata Machado Valentina,rr,2025 Paris
Papuren,38.8,7.76,FALSE,Colak Keyda Nur,rr,2025 Paris
Gankaku,40.2,8.04,FALSE,Helvetia Taily,rr,2025 Paris
Suparinpei,42.7,8.54,TRUE,Maho Ono,rr,2025 Paris
Papuren,40.6,8.12,TRUE,Terryana D'Onofrio,rr,2025 Paris
Chibana,38.5,7.7,FALSE,Mahsa Afsaneh,rr,2025 Paris
Suparinpei,41.4,8.28,TRUE,Saeko Azuma,rr,2025 Paris
Chatanyara,38.6,7.72,FALSE,Natacha Fernandes,rr,2025 Paris
Kishimoto,39.5,7.9,FALSE,Mahsa Afsaneh,rr,2025 Paris
Oyadomari No Passai,41.5,8.3,TRUE,Saeko Azuma,rr,2025 Paris
Suparinpei,41.3,8.26,TRUE,Terryana D'Onofrio,rr,2025 Paris
Suparinpei,39.3,7.86,FALSE,Natacha Fernandes,rr,2025 Paris
Chibana,40.6,8.12,FALSE,Terryana D'Onofrio,rr,2025 Paris
Chibana,42,8.4,TRUE,Saeko Azuma,rr,2025 Paris
Chatanyara,39.4,7.88,FALSE,Mahsa Afsaneh,rr,2025 Paris
Papuren,40,8,TRUE,Natacha Fernandes,rr,2025 Paris
Unsu,38.3,7.66,FALSE,Narimene Dahleb,rr,2025 Paris
Kururunfa,39.9,7.98,TRUE,Dilara Bozan,rr,2025 Paris
Chatanyara,39,7.8,FALSE,Chiara Manca,rr,2025 Paris
Kururunfa,40.7,8.14,TRUE,Sakura Kokumai,rr,2025 Paris
Anan Dai,39.6,7.92,TRUE,Dilara Bozan,rr,2025 Paris
Papuren,38.2,7.64,FALSE,Chiara Manca,rr,2025 Paris
Gojushiho Dai,38.8,7.76,FALSE,Narimene Dahleb,rr,2025 Paris
Chibana,40.5,8.1,TRUE,Sakura Kokumai,rr,2025 Paris
Gankaku,37.4,7.48,FALSE,Narimene Dahleb,rr,2025 Paris
Ohan Dai,39.6,7.92,TRUE,Chiara Manca,rr,2025 Paris
Papuren,40.3,8.06,FALSE,Dilara Bozan,rr,2025 Paris
Papuren,40.8,8.16,TRUE,Sakura Kokumai,rr,2025 Paris
Gankaku,38.1,7.62,FALSE,Aya En-Nesyry,rr,2025 Paris
Papuren,40.6,8.12,TRUE,Nakaji Hisami,rr,2025 Paris
Anan,39.1,7.82,FALSE,Chien Hui Hsuan,rr,2025 Paris
Papuren,39.4,7.88,TRUE,Veronika Miskova,rr,2025 Paris
Kousoukun Sho,39.7,7.94,TRUE,Nakaji Hisami,rr,2025 Paris
Ohan Dai,39.2,7.84,FALSE,Chien Hui Hsuan,rr,2025 Paris
Gojushiho Dai,38.6,7.72,FALSE,Aya En-Nesyry,rr,2025 Paris
Suparinpei,40.1,8.02,TRUE,Veronika Miskova,rr,2025 Paris
Gojushiho Sho,38.8,7.76,FALSE,Aya En-Nesyry,rr,2025 Paris
Ohan,39.3,7.86,TRUE,Chien Hui Hsuan,rr,2025 Paris
Kyan No Chinto,38.4,7.68,FALSE,Nakaji Hisami,rr,2025 Paris
Matsumura Bassai,39.5,7.9,TRUE,Veronika Miskova,rr,2025 Paris
Kururunfa,38.5,7.7,TRUE,Rita Marques,rr,2025 Paris
Papuren,37.5,7.5,FALSE,Claudia Laos-Loo,rr,2025 Paris
Gojushiho Sho,38.5,7.7,FALSE,Jasmin Juettner,rr,2025 Paris
Papuren,40,8,TRUE,Grace Lau,rr,2025 Paris
Oyadomari No Passai,37.9,7.58,FALSE,Claudia Laos-Loo,rr,2025 Paris
Suparinpei,39.7,7.94,TRUE,Jasmin Juettner,rr,2025 Paris
Suparinpei,38.5,7.7,FALSE,Rita Marques,rr,2025 Paris
Tomari Bassai,40.7,8.14,TRUE,Grace Lau,rr,2025 Paris
Ohan Dai,37.8,7.56,FALSE,Rita Marques,rr,2025 Paris
Sansai,40.5,8.1,TRUE,Jasmin Juettner,rr,2025 Paris
Suparinpei,38,7.6,FALSE,Claudia Laos-Loo,rr,2025 Paris
Chibana,41,8.2,TRUE,Grace Lau,rr,2025 Paris
Suparinpei,41.8,8.36,FALSE,Natsuki Shimizu,r1,2025 Paris
Chibana,42.1,8.42,TRUE,Kiri Mishima,r1,2025 Paris
Kururunfa,41.4,8.28,FALSE,Garcia Lozano Paola,r1,2025 Paris
Chibana,43.2,8.64,TRUE,Maho Ono,r1,2025 Paris
Papuren,42,8.4,TRUE,Saeko Azuma,r1,2025 Paris
Chatanyara,40.3,8.06,FALSE,Sakura Kokumai,r1,2025 Paris
Chibana,40.2,8.04,FALSE,Veronika Miskova,r1,2025 Paris
Chatanyara,41.2,8.24,TRUE,Grace Lau,r1,2025 Paris
Suparinpei,42.4,8.48,FALSE,Kiri Mishima,r2,2025 Paris
Chatanyara,43.9,8.78,TRUE,Maho Ono,r2,2025 Paris
Chatanyara,42.2,8.44,FALSE,Saeko Azuma,r2,2025 Paris
Suparinpei,42.4,8.48,TRUE,Grace Lau,r2,2025 Paris
Chibana,44.4,8.88,TRUE,Maho Ono,r3,2025 Paris
Papuren,42.9,8.58,FALSE,Grace Lau,r3,2025 Paris
Chatanyara,41.2,8.24,FALSE,Garcia Lozano Paola,rpc,2025 Paris
Chibana,42.9,8.58,TRUE,Kiri Mishima,rpc,2025 Paris
Chatanyara,40.7,8.14,FALSE,Veronika Miskova,rpc,2025 Paris
Papuren,43.4,8.68,TRUE,Saeko Azuma,rpc,2025 Paris
Papuren,39.9,7.98,TRUE,Natsuki Shimizu,rr,2025 Hangzhou
Papuren,38.9,7.78,FALSE,Dilara Bozan,rr,2025 Hangzhou
Anan Dai,38.8,7.76,TRUE,Sakura Alforte,rr,2025 Hangzhou
Papuren,38.7,7.74,FALSE,Natacha Fernandes,rr,2025 Hangzhou
Nipaipo,38.3,7.66,FALSE,Dilara Bozan,rr,2025 Hangzhou
Ohan Dai,40.2,8.04,TRUE,Sakura Alforte,rr,2025 Hangzhou
Shisochin,39.9,7.98,TRUE,Natsuki Shimizu,rr,2025 Hangzhou
Suparinpei,37.8,7.56,FALSE,Natacha Fernandes,rr,2025 Hangzhou
Kururunfa,40.3,8.06,TRUE,Natsuki Shimizu,rr,2025 Hangzhou
Anan,39.6,7.92,FALSE,Sakura Alforte,rr,2025 Hangzhou
Kururunfa,39.9,7.98,TRUE,Dilara Bozan,rr,2025 Hangzhou
Chatanyara,38.9,7.78,FALSE,Natacha Fernandes,rr,2025 Hangzhou
Gankaku,39.1,7.82,TRUE,Helvetia Taily,rr,2025 Hangzhou
Chibana,38.2,7.64,FALSE,Zapata Machado Valentina,rr,2025 Hangzhou
Papuren,38.8,7.76,FALSE,Ana Cruz,rr,2025 Hangzhou
Papuren,41.4,8.28,TRUE,Kiri Mishima,rr,2025 Hangzhou
Papuren,38.5,7.7,FALSE,Zapata Machado Valentina,rr,2025 Hangzhou
Anan Dai,39.7,7.94,TRUE,Ana Cruz,rr,2025 Hangzhou
Unsu,39.1,7.82,FALSE,Helvetia Taily,rr,2025 Hangzhou
Paiku,41.6,8.32,TRUE,Kiri Mishima,rr,2025 Hangzhou
Gojushiho Sho,39.4,7.88,FALSE,Helvetia Taily,rr,2025 Hangzhou
Chatanyara,39.5,7.9,TRUE,Ana Cruz,rr,2025 Hangzhou
Chatanyara,39.9,7.98,FALSE,Zapata Machado Valentina,rr,2025 Hangzhou
Chibana,41.4,8.28,TRUE,Kiri Mishima,rr,2025 Hangzhou
Chibana,37.7,7.54,FALSE,Rimas Assi,rr,2025 Hangzhou
Papuren,39.9,7.98,TRUE,Nakaji Hisami,rr,2025 Hangzhou
Tomari Bassai,38.9,7.78,FALSE,Wong Sze Man,rr,2025 Hangzhou
Papuren,39.7,7.94,TRUE,Veronika Miskova,rr,2025 Hangzhou
Kousoukun Sho,39,7.8,FALSE,Nakaji Hisami,rr,2025 Hangzhou
Papuren,39.8,7.96,TRUE,Wong Sze Man,rr,2025 Hangzhou
Suparinpei,37.6,7.52,FALSE,Rimas Assi,rr,2025 Hangzhou
Matsumura Bassai,38.8,7.76,TRUE,Veronika Miskova,rr,2025 Hangzhou
Papuren,37.9,7.58,FALSE,Rimas Assi,rr,2025 Hangzhou
Kururunfa,39.7,7.94,TRUE,Wong Sze Man,rr,2025 Hangzhou
Paiku,39.3,7.86,FALSE,Nakaji Hisami,rr,2025 Hangzhou
Suparinpei,39.4,7.88,TRUE,Veronika Miskova,rr,2025 Hangzhou
Papuren,38.8,7.76,TRUE,Chiara Manca,rr,2025 Hangzhou
Papuren,37.8,7.56,FALSE,Putri Aprilia Krisda,rr,2025 Hangzhou
Chatanyara,39.2,7.84,FALSE,Chiara Manca,rr,2025 Hangzhou
Nipaipo,41.5,8.3,TRUE,Maho Ono,rr,2025 Hangzhou
Ohan Dai,38.2,7.64,FALSE,Putri Aprilia Krisda,rr,2025 Hangzhou
Suparinpei,40.6,8.12,TRUE,Maho Ono,rr,2025 Hangzhou
Chibana,40.2,8.04,TRUE,Saeko Azuma,rr,2025 Hangzhou
Papuren,39.8,7.96,FALSE,Carola Casale,rr,2025 Hangzhou
Ohan Dai,37.9,7.58,FALSE,Tung Yee Yin,rr,2025 Hangzhou
Gojushiho Dai,39.1,7.82,TRUE,Aya En-Nesyry,rr,2025 Hangzhou
Suparinpei,39.8,7.96,TRUE,Carola Casale,rr,2025 Hangzhou
Papuren,38.3,7.66,FALSE,Tung Yee Yin,rr,2025 Hangzhou
Oyadomari No Passai,40.9,8.18,TRUE,Saeko Azuma,rr,2025 Hangzhou
Gojushiho Sho,39.1,7.82,FALSE,Aya En-Nesyry,rr,2025 Hangzhou
Suparinpei,40.9,8.18,TRUE,Saeko Azuma,rr,2025 Hangzhou
Paiku,38.7,7.74,FALSE,Tung Yee Yin,rr,2025 Hangzhou
Kururunfa,40.2,8.04,FALSE,Carola Casale,rr,2025 Hangzhou
Gankaku,40.8,8.16,TRUE,Aya En-Nesyry,rr,2025 Hangzhou
Papuren,38.9,7.78,FALSE,Garcia Lozano Paola,rr,2025 Hangzhou
Papuren,39.8,7.96,TRUE,Kao Kitaguchi,rr,2025 Hangzhou
Chibana,39.5,7.9,FALSE,Terryana D'Onofrio,rr,2025 Hangzhou
Chatanyara,39.6,7.92,TRUE,Sakura Kokumai,rr,2025 Hangzhou
Chibana,39.6,7.92,FALSE,Kao Kitaguchi,rr,2025 Hangzhou
Chatanyara,40.9,8.18,TRUE,Terryana D'Onofrio,rr,2025 Hangzhou
Suparinpei,41,8.2,TRUE,Garcia Lozano Paola,rr,2025 Hangzhou
Papuren,40.3,8.06,FALSE,Sakura Kokumai,rr,2025 Hangzhou
Chatanyara,40.9,8.18,FALSE,Garcia Lozano Paola,rr,2025 Hangzhou
Suparinpei,41.2,8.24,TRUE,Terryana D'Onofrio,rr,2025 Hangzhou
Chatanyara,40.5,8.1,TRUE,Kao Kitaguchi,rr,2025 Hangzhou
Chibana,40.3,8.06,FALSE,Sakura Kokumai,rr,2025 Hangzhou
Kururunfa,38.9,7.78,TRUE,Rita Marques,rr,2025 Hangzhou
Ohan Dai,37.7,7.54,FALSE,Lanyfer Minano,rr,2025 Hangzhou
Chatanyara,38.3,7.66,FALSE,Xenou Georgia Archontia,rr,2025 Hangzhou
Anan Dai,39.9,7.98,TRUE,Sadeghi Dastak Fatemeh,rr,2025 Hangzhou
Papuren,38.7,7.74,FALSE,Lanyfer Minano,rr,2025 Hangzhou
Papuren,40.3,8.06,TRUE,Xenou Georgia Archontia,rr,2025 Hangzhou
Ohan Dai,40.2,8.04,FALSE,Rita Marques,rr,2025 Hangzhou
Suparinpei,41.4,8.28,TRUE,Sadeghi Dastak Fatemeh,rr,2025 Hangzhou
Suparinpei,39.7,7.94,FALSE,Rita Marques,rr,2025 Hangzhou
Anan Dai,40.4,8.08,TRUE,Xenou Georgia Archontia,rr,2025 Hangzhou
Suparinpei,39.1,7.82,FALSE,Lanyfer Minano,rr,2025 Hangzhou
Chibana,41,8.2,TRUE,Sadeghi Dastak Fatemeh,rr,2025 Hangzhou
Suparinpei,38.4,7.68,FALSE,Jasmin Juettner,rr,2025 Hangzhou
Kishimoto,40.1,8.02,TRUE,Mahsa Afsaneh,rr,2025 Hangzhou
Gojushiho Sho,39.8,7.96,FALSE,Jasmin Juettner,rr,2025 Hangzhou
Tomari Bassai,42,8.4,TRUE,Grace Lau,rr,2025 Hangzhou
Anan Dai,40.6,8.12,FALSE,Mahsa Afsaneh,rr,2025 Hangzhou
Chibana,41.9,8.38,TRUE,Grace Lau,rr,2025 Hangzhou
Suparinpei,40.6,8.12,FALSE,Natsuki Shimizu,r1,2025 Hangzhou
Suparinpei,41.1,8.22,TRUE,Kiri Mishima,r1,2025 Hangzhou
Chatanyara,40.7,8.14,FALSE,Veronika Miskova,r1,2025 Hangzhou
Papuren,42.7,8.54,TRUE,Maho Ono,r1,2025 Hangzhou
Chatanyara,41.4,8.28,TRUE,Saeko Azuma,r1,2025 Hangzhou
Papuren,40.9,8.18,FALSE,Terryana D'Onofrio,r1,2025 Hangzhou
Papuren,41.6,8.32,FALSE,Sadeghi Dastak Fatemeh,r1,2025 Hangzhou
Suparinpei,43.3,8.66,TRUE,Grace Lau,r1,2025 Hangzhou
Chatanyara,42.1,8.42,FALSE,Kiri Mishima,r2,2025 Hangzhou
Chatanyara,42.9,8.58,TRUE,Maho Ono,r2,2025 Hangzhou
Papuren,42.6,8.52,FALSE,Saeko Azuma,r2,2025 Hangzhou
Papuren,43.7,8.74,TRUE,Grace Lau,r2,2025 Hangzhou
Chibana,42.6,8.52,FALSE,Maho Ono,r3,2025 Hangzhou
Chatanyara,43.4,8.68,TRUE,Grace Lau,r3,2025 Hangzhou
Chibana,41.3,8.26,FALSE,Veronika Miskova,rpc,2025 Hangzhou
Chibana,41.7,8.34,TRUE,Kiri Mishima,rpc,2025 Hangzhou
Chatanyara,40.8,8.16,FALSE,Sadeghi Dastak Fatemeh,rpc,2025 Hangzhou
Chatanyara,42.5,8.5,TRUE,Saeko Azuma,rpc,2025 Hangzhou
Gojushiho Dai,38.7,7.74,TRUE,Helvetia Taily,rr,2025 Cairo
Ohan Dai,38.3,7.66,FALSE,Rita Siebert,rr,2025 Cairo
Gojushiho Sho,38.8,7.76,FALSE,Asmaa Allam,rr,2025 Cairo
Anan Dai,38.9,7.78,TRUE,Rita Marques,rr,2025 Cairo
Papuren,38.3,7.66,FALSE,Rita Siebert,rr,2025 Cairo
Gojushiho Dai,39.9,7.98,TRUE,Asmaa Allam,rr,2025 Cairo
Gojushiho Sho,38.9,7.78,FALSE,Helvetia Taily,rr,2025 Cairo
Suparinpei,39.8,7.96,TRUE,Rita Marques,rr,2025 Cairo
Gankaku,38.2,7.64,FALSE,Helvetia Taily,rr,2025 Cairo
Kanku Sho,39.2,7.84,TRUE,Asmaa Allam,rr,2025 Cairo
Chatanyara,38.3,7.66,FALSE,Rita Siebert,rr,2025 Cairo
Ohan Dai,39.6,7.92,TRUE,Rita Marques,rr,2025 Cairo
Gojushiho,,,FALSE,Narimene Dahleb,rr,2025 Cairo
Gojushiho Dai,38.8,7.76,TRUE,Habiba Mousa,rr,2025 Cairo
Unsu,38.2,7.64,FALSE,Turemen Damla Su,rr,2025 Cairo
Papuren,40.6,8.12,TRUE,Kiri Mishima,rr,2025 Cairo
Gojushiho Sho,39.5,7.9,TRUE,Habiba Mousa,rr,2025 Cairo
Gojushiho Sho,38.2,7.64,FALSE,Turemen Damla Su,rr,2025 Cairo
Gankaku,38.2,7.64,FALSE,Narimene Dahleb,rr,2025 Cairo
Paiku,39.6,7.92,TRUE,Kiri Mishima,rr,2025 Cairo
Gojushiho Dai,38.4,7.68,FALSE,Narimene Dahleb,rr,2025 Cairo
Gojushiho Dai,39.1,7.82,TRUE,Turemen Damla Su,rr,2025 Cairo
Unsu,38.6,7.72,FALSE,Habiba Mousa,rr,2025 Cairo
Chibana,40.5,8.1,TRUE,Kiri Mishima,rr,2025 Cairo
Suparinpei,38.1,7.62,FALSE,Mai-Linh Bui,rr,2025 Cairo
Gojushiho Dai,39.7,7.94,TRUE,Jana Khamis,rr,2025 Cairo
Gojushiho Dai,38.8,7.76,FALSE,Aya En-Nesyry,rr,2025 Cairo
Papuren,39.7,7.94,TRUE,Lo Sum Man,rr,2025 Cairo
Kanku Sho,38.6,7.72,TRUE,Jana Khamis,rr,2025 Cairo
Gankaku,38.5,7.7,FALSE,Aya En-Nesyry,rr,2025 Cairo
Gojushiho Dai,39.2,7.84,FALSE,Mai-Linh Bui,rr,2025 Cairo
Chibana,40,8,TRUE,Lo Sum Man,rr,2025 Cairo
Gojushiho Sho,38.4,7.68,TRUE,Mai-Linh Bui,rr,2025 Cairo
Gojushiho Sho,38.3,7.66,FALSE,Aya En-Nesyry,rr,2025 Cairo
Gojushiho Sho,39.7,7.94,TRUE,Jana Khamis,rr,2025 Cairo
Chatanyara,39.2,7.84,FALSE,Lo Sum Man,rr,2025 Cairo
Gojushiho Sho,38.8,7.76,TRUE,Jasmin Juettner,rr,2025 Cairo
Papuren,37.5,7.5,FALSE,Lila Ritz,rr,2025 Cairo
Sansai,39.9,7.98,FALSE,Jasmin Juettner,rr,2025 Cairo
Papuren,41.9,8.38,TRUE,Maho Ono,rr,2025 Cairo
Chibana,38.2,7.64,FALSE,Lila Ritz,rr,2025 Cairo
Nipaipo,41.7,8.34,TRUE,Maho Ono,rr,2025 Cairo
Paiku,39.1,7.82,TRUE,Nakaji Hisami,rr,2025 Cairo
Kanku Sho,37.9,7.58,FALSE,Mariam Elezaby,rr,2025 Cairo
Anan Dai,37.9,7.58,FALSE,Tamara Lehner,rr,2025 Cairo
Suparinpei,39.5,7.9,TRUE,Carola Casale,rr,2025 Cairo
Gojushiho Sho,39.2,7.84,TRUE,Mariam Elezaby,rr,2025 Cairo
Papuren,38.7,7.74,FALSE,Tamara Lehner,rr,2025 Cairo
Chatanyara,41,8.2,TRUE,Nakaji Hisami,rr,2025 Cairo
Papuren,40.5,8.1,FALSE,Carola Casale,rr,2025 Cairo
